Energy [keV]	dN/dE	unc
0	0.00220188	0.0000144026
0.8	0.00220328	0.0000144838
1.6	0.00220885	0.0000145546
2.4	0.00221861	0.0000146151
3.2	0.00222793	0.000014665
4	0.00223551	0.0000147044
4.8	0.00224145	0.0000147333
5.6	0.00224582	0.0000147517
6.4	0.00224909	0.0000147627
7.2	0.00225169	0.0000147694
8	0.00225339	0.0000147697
8.8	0.00225495	0.0000147694
9.6	0.00225606	0.0000147661
10	0.00225646	0.0000147632
11	0.00225741	0.0000147561
12	0.00225799	0.0000147463
13	0.00225841	0.0000147354
14	0.00225861	0.0000147229
15	0.00225868	0.0000147096
16	0.0022586	0.0000146953
17	0.00225843	0.0000146803
18	0.00225816	0.0000146645
19	0.00225782	0.0000146482
20	0.0022574	0.0000146312
21	0.00225692	0.0000146138
22	0.00225637	0.000014596
23	0.00225578	0.0000145777
24	0.00225513	0.000014559
25	0.00225444	0.00001454
26	0.0022537	0.0000145206
27	0.00225294	0.0000145009
28	0.00225214	0.0000144808
29	0.0022513	0.0000144605
30	0.00225042	0.0000144399
31	0.00224951	0.000014419
32	0.00224857	0.0000143978
33	0.00224761	0.0000143764
34	0.00224662	0.0000143548
35	0.0022456	0.0000143329
36	0.00224456	0.0000143107
37	0.00224349	0.0000142882
38	0.00224239	0.0000142656
39	0.00224127	0.0000142427
40	0.00224013	0.0000142197
41	0.00223897	0.0000141964
42	0.00223779	0.0000141729
43	0.00223658	0.0000141491
44	0.00223535	0.0000141252
45	0.0022341	0.000014101
46	0.00223283	0.0000140767
47	0.00223155	0.0000140521
48	0.00223024	0.0000140274
49	0.00222892	0.0000140024
50	0.00222757	0.0000139773
51	0.00222621	0.000013952
52	0.00222482	0.0000139264
53	0.00222342	0.0000139007
54	0.002222	0.0000138748
55	0.00222057	0.0000138487
56	0.00221911	0.0000138223
57	0.00221765	0.0000137958
58	0.00221616	0.0000137692
59	0.00221466	0.0000137423
60	0.00221313	0.0000137153
61	0.00221159	0.0000136881
62	0.00221004	0.0000136606
63	0.00220847	0.000013633
64	0.00220688	0.0000136053
65	0.00220528	0.0000135774
66	0.00220366	0.0000135493
67	0.00220203	0.000013521
68	0.00220038	0.0000134925
69	0.00219871	0.0000134639
70	0.00219703	0.0000134351
71	0.00219534	0.0000134061
72	0.00219363	0.0000133769
73	0.0021919	0.0000133476
74	0.00219016	0.0000133181
75	0.00218841	0.0000132884
76	0.00218664	0.0000132586
77	0.00218486	0.0000132286
78	0.00218306	0.0000131985
79	0.00218125	0.0000131681
80	0.00217942	0.0000131376
81	0.00217759	0.0000131069
82	0.00217574	0.0000130761
83	0.00217387	0.0000130451
84	0.00217199	0.0000130139
85	0.0021701	0.0000129827
86	0.0021682	0.0000129512
87	0.00216628	0.0000129196
88	0.00216435	0.0000128877
89	0.00216241	0.0000128558
